Name,Area_ac,Depth_ft,PorousIntervalThickness_ft,TotalThickness_ft
Plainview and Lytle Formations,24400000.0,7000.0,100.0,140.0
Muddy Sandstone,23500000.0,5500.0,100.0,200.0
Greenhorn Limestone,20024000.0,5730.0,13.0,125.0
Niobrara Formation and Codell Sandstone,17039000.0,5000.0,20.0,350.0
Terry and Hygiene Sandstone Members,6400000.0,4500.0,35.0,500.0
