Name,Area_ac,Depth_ft,PorousIntervalThickness_ft,TotalThickness_ft
Basin Center Paleozoic Composite,4647000.0,6500.0,125.0,2300.0
Basin Flank Paleozoic Composite,3058000.0,4800.0,250.0,3300.0
Basin Center Permian,4275000.0,3700.0,300.0,2500.0
