Name,Area_ac,Depth_ft,PorousIntervalThickness_ft,TotalThickness_ft
Kione Sands of Forbes Formation,560000.0,4000.0,300.0,1000.0
Winters Formation,1090000.0,7000.0,650.0,1300.0
Starkey Sands of the Moreno Formation,990000.0,6000.0,850.0,1700.0
Mokelumne River Formation,750000.0,5000.0,450.0,800.0
Domengine Formation,900000.0,4000.0,300.0,500.0
