Name,Area_ac,Depth_ft,PorousIntervalThickness_ft,TotalThickness_ft
Repetto and Puente Formations,250000.0,4000.0,3000.0,6000.0
Repetto and Puente Formations Deep,20000.0,14000.0,5300.0,8600.0
