Name,Area_ac,Depth_ft,PorousIntervalThickness_ft,TotalThickness_ft
Nation River Formation,1195000.0,6000.0,2000.0,4000.0
Step Conglomerate and Tahkandit Limestone,1156000.0,4000.0,1000.0,2000.0
