Name,Area_ac,Depth_ft,PorousIntervalThickness_ft,TotalThickness_ft
Paleozoic Composite,3290000.0,8300.0,1400.0,4000.0
Paleozoic Composite Deep,5110000.0,20000.0,1200.0,3500.0
Nugget Sandstone,4150000.0,9000.0,500.0,950.0
Nugget Sandstone Deep,4006000.0,18000.0,500.0,950.0
Bear River Formation,1846000.0,6700.0,220.0,1000.0
Bear River Formation Deep,1630000.0,14810.0,220.0,1000.0
Frontier Sandstone,755000.0,7000.0,300.0,1200.0
Frontier Sandstone Deep,846000.0,15000.0,350.0,1200.0
